,Compound,Natoms,Lattice_volume_A3,MB_NCC_eV,MB_CC_eV,En_Max_freq_cm,En_center_freq_cm,Total_PBC_cm,A_PBC_cm,B_PBC_cm,O_PBC_cm,prcnt_neg_freq,hopping_O_ave_freq_cm,hopping_O_eff_disp_A,hopping_O_proj_eff_disp_A,hopping_O_max_ellipsoidal_disp_A,hopping_O_symmetry_index_r1,hopping_O_symmetry_index_r2,nearest_A_sites_eff_disp_A,nearest_B_sites_eff_disp_A,all_A_sites_eff_disp_ave_A,all_B_sites_eff_disp_ave_A,all_O_sites_eff_disp_ave_A,all_atom_sites_eff_disp ave_A,DeltaS_JKmol,DeltaS_perc_change,Bottleneck_area_A2,bn_change_Max_freq_cm,bn_change_center_freq_cm,DeltaE_vib_eV,DeltaE_vib_perc_change,Dielectric_electronic,Dielectric_ionic,Rcation_avg_weighted_on_stoichiometry,Rdopant,RB,RA,B-O_length_i_2_bonds,B-O_length_f_2_bonds,A-O_length_i_4_bonds,A-O_length_f_4_bonds,B_O_length_TS_1_bond
1,LLTO,58.0,695.9520065033187,,,,,10.24390436504806,6.746298766130547,6.746298766130547,6.746298766130547,2.2988505747126435,,,,,,,,,0.7697136399687786,0.7444281495173032,0.778052698496548,0.7696599769951452,,,,,,,,,,,,,,,,,,
